Name,Comment,Rating,
lexustap,"This strain is in my current top 3 as a chronic medical user, and for me it's great in a low to moderate amount. I do enjoy the high with this when it's not too intense. Right now I am appreciating the effects of it following surgery I just had yesterday. My doc wrote me a prescription for Norco and I thought &quot;I won't be needing that,&quot; my AK 47 has been doing nicely. So I am laying around the house recovering today enjoying the company of my three cats, having just watched an animated kids' movie on Netflix and thinking about how it must be different (easier?) to be a writer of a kids' cartoon movie than a regular show: you don't go into it expecting it to make sense in real life, so you can just go with the absurdity of it all and have fun with it. Otherwise this strain gets me into finding mistakes or oddities in shows that I would not pick up on when I wasn't using. It's a relaxing, ever-so-slightly energizing high. I use it in a Pax 2 vaporizer with the setting on 2, and I take about half a dozen good hits off of it to get a nice pleasant high, nearly complete pain relief, no more nausea, and a better place to have my brain mentally/emotionally than wrapped up in all of the medical stuff I've had going on over the past year. I'll definitely have to get more of this once I've run out.",5,ak-47
surfzen88,"I really liked this strain until the come down. It's a very clear high, no anxiety (at first), light body feel. I first had it sitting on the porch outside and if you are sitting, you'll stay sitting, but I didn't feel stuck there. It made me ponder nature, very creative thoughts. I decided to try some again before a hike. What I discovered about this strain is that it makes you focus. I didn't notice much when I was up walking around, but when I sat by a creek, I became intrigued by the water and the light. People came by and I wasn't especially talkative, so I wouldn't take it to socialize. I actually liked this one until a few hours later when I experienced a very depressing emotional shift that felt &quot;chemical&quot; to me and was very dark. It gave me a panic attack.  I'm not really prone to depression, but i hated the way I felt and nothing seemed to make it better for hours. For that reason, I wouldn't try AK-47 again. It wasn't worth it even though the actual high was enjoyable.  Also, it's a stupid name.  The high is mellow but they name it after a violent weapon?  That's just dumb. On second thought, it did have me panicking about imminent destruction at a certain point so maybe that's not too far off.",3,ak-47
cotonuska,Variedad de cogollos carnosos ba̱ados en resina con un olor a madera exotica con un toque rustico qe desemboca en un sabor a madera y a cedro con un transfondo terroso que termina en un subidon mental limpio y energetico que te lleva a una relajacion agradable,4,ak-47
JohnGalt,Super powerful high. Wouldn't recommend for beginners... One hit knocked me over for a good 4 hours... wave after wave of good body high with a heavy dose of introspective thinking.,3,ak-47
wikkedriff,"Solid 4.  Hits hard and fast.  Euphoric.  Hazy, yet super-focused.  Total head high.  Electric almost.  Slight body buzz.  Super uplifting, giving way to an overall elevated sense of well being.   What a great &amp; happy high this one is.  Stress melts away.  The little things roll off your back.  All is well.  Ok, so that's my short review.  I hope this helps.  Also, take notice of the terpens in this one.  From the nose to lung...It's all theraputic.",4,ak-47
Kasbear,"No better word can I use to describe AK-47 than refreshed. It was amazing, and still my all time favorite! Tried it twice.",5,ak-47
Cygnus,"I noticed a lot of peculiar things when smoking AK-47, but I will try to be simple. I had some popcorn I believe, in which I smoked via a glass pipe. The buds had a large trichrome presence, and a musty smell to it. It burned rather quickly as well. The buzz took about ten minutes to settle in after a couple of large bowls shared across four people. Four three of us, it enabled a happy, uplifting, relaxing buzz that couch locked one of the three, and gave the other two of us a creative state of mind. The fourth f us was a heavy ADD patient who was looking to try something different than pills. HIS buzz was very energetic, very intense, and very opposite of the rest of us (he is not a usual smoker though).  All in all, AK-47 is a great strain with a long enduring buzz at times. Not for the lightweights!!",4,ak-47
atozz,"*note, not for the new kids.  If you are a seasoned smoker then grab a bag of this bud.  Great canni, but I  found its more of a lazy night high over a  daytime busy high. if you like chillin' outside at midnight listening to some great tunes then give it a try, you wont regret it!  9/10",4,ak-47
1nehitwonder,"Definitely one of my favorites. Gives you such a euphoric feeling. Helps with my depression and a little bit with my arthritis (Have TMJ/TMD and it's very hard to chew foods due to the pain). Recommend to everyone, it's dope asf.",5,ak-47
Seanwithlewy,This my main 'daytime/active' strain. It suppresses pain and anxiety while keeping me alert and focused. It goes to war with my Alzheimer's and Parkinson's and gets me through the tough stuff.   I'm 42 and have Dementia With Lewy Bodies (Alzheimer's and Parkinson's).,5,ak-47
AlpacaMyBooty,"Make it rain AK47!  My absolute favourite firecracker that sends me to the moon and beyond. As Team Rocket says... We're blasting off again!!   This will send you off like crack and then make your knuckles drag only to leave you utterly embarrassing yourself by not being able to speak properly and then walking face first into a hotel sliding door. It hits you very quickly with a sudden shower of bullets leaving you dancing your feet until there's nothing left of them to slam you down slow for a little while before making it rain once more. It is a pungent and harsh smoke regardless but it is more than worth it.   I have severe anxiety and OCD at 23, I am als female. So much relief. No anxiety, no nausea or panic attacks or insomnia, speech problems, vision problems, lethargy or worsening of my OCD which I get with every Indica I smoke. I love AK because it makes me feel really good and like I can actually go out and see things. My boyfriend and I first tried this in Amsterdam and practically bought the whole of Amsterdam's worth to sit and smoke throughout the visit.   I would warn people if you haven't tried AK47 to get a gravity bottle, find someone to sit with you and be blown outergalactic.   I found this so uplifting with strong sativa traits. My heart was pounding and I couldn't stop dancing and laughing and jumping around. My depressed boyfriend was exactly the same and he was laughing and experienced a good relief from his illness!   Absolutely love AK. There is nothing that could compare to that beautiful AK47 that will spray you down again and again.",5,ak-47
FlyinHayn92,Quick head high then a overwhelming calm. To me it tasted fruity but seeing other reviews it seems to vary by person to person.,5,ak-47
Chill_Panda,"It comes on when you are in a state or reading or just listening. Its a heavy indica with a wild sativa side. I feel relaxed and open, testing my self to see if I can see the bad in things and it drives my mind away from that. Its a positive, reenforcing, helps with photo sensitivity, I usually where leafly sunglasses inside, because any light no matter what time hurts my eyes. This is great for attention issues, be weary of spacy-ness though.Great for putting you in zen mode.",4,ak-47
JacksonSparrow,"This is a good go-to sort of weed. If you want to cut through the bullshit of trying to find the right weed, just go with AK-47. Super heady and you can get stuff done on it. Makes cartoons better and makes music sound phenomenal. Love this strain! Grab some today.",5,ak-47
dopeclown,"Excellent strain, kicks in about 5 minutes. Mouth went completely dry though, even numb. Laughter at its maximum, relaxing sensation, dizziness If taken in high doses quickly.",4,ak-47
abrannan,instant euphoria. sit with a huge cheese-y grin. this is happy weed. this high does not last long though. munchies.,4,ak-47
dubshiesty,The first time I ever smoked this it knocked me off my ass and I forgot to go to work and lost my job. Lol on a side note the shit I got from California was testing at 20% sweet smell and taste and a heavy hitter for newbies. ,5,ak-47
bvdzz,Was looking for something uplifting and energizing and this did the trick! You'll feel warmth and a great buzz right in the center of your brain!,5,ak-47
rollingmedicated420,"Had somewhat of a chemical aftertaste but overall very nice body high. Felt very relaxed and creative, uplifting.",5,ak-47
007nice1,"Happy as fuck. Vaped, ripped and smoked. Perfect euphoric.",5,ak-47
fidanza7,"  Smoked a small pinner and one bong toke. Having a very nice, calming, soothing yet some how energetic high. By energetic i mean mentally, how ever. I'm thinking of new ideas and conversing with my session partner about general mechanics (cars, trucks, gears, ratios, engines, ect.) as I am mechanically inclined. I'm also having a very nice and relaxing body mood. I feel as if i have a heavy yet extremly soft and comftorable blanket on me. Its very soothing and feels awesome after a hard days work.   With all this said, i conclude with this. This strain of cannibas is by far one of the best strains I've expirienced for having a relaxing high. I'd highly reccommend this to anyone who is exauhsted after a hard days work or anyone who is just looking to chill! ",5,ak-47
BIGPAPAKUSH,"2 words, Straight Gas, this strain lives up to his Russian name. AK-47 hits like brick wall, if it could run, talk, and think of all the ways it can fuck you. Simply put this strain offers a great high with a balanced dose of head and body high. Once you get over the first come up you begin to fall into the mellowness of the high. Thoughts of &quot;is my heart working&quot; turn into &quot;do I want to fry this&quot;.... and we all know the fucking answer to that. In terms of taste, I hit this through a vape. Definitely some earthy tones but nothing that I really need to rave about. Just tastes good, and does it job aesthetically (or at least the shit that I picked up).  I would recommend this to someone who just needs to chill. Like they are annoying as fuck when they are high, but you through ak-47 there way so they can chill. ENJOY!!!!!",5,ak-47
